roast_time_min,temp_ramp_c_min,moisture_pct,density_g_ml,airflow,acidity,sweetness,body
11.745401188473625,4.96817760138721,10.241844910800191,0.6999340487458107,6,5.240096328373697,8.946718769032266,10.0
17.50714306409916,5.367178296875107,9.99747257738842,0.7493493545025188,2,5.021287155678196,7.144835741766924,10.0
15.319939418114052,7.272736966010902,9.056923475017161,0.7125333561312667,4,4.518459051982391,6.852046527095837,10.0
13.986584841970366,4.700021930299461,11.643600020608927,0.6166605166223592,7,4.6400078386084935,8.570301607975734,10.0
9.560186404424366,7.3482484240608565,10.859744963051773,0.6371160473567111,6,6.154628076877701,7.725764551584015,10.0
9.559945203362027,3.4406721548834573,13.194205953944023,0.6438656368061838,9,6.100292095931404,6.430733618101214,10.0
8.580836121681994,6.883992186043153,8.192657482892349,0.651572850728969,7,5.076987061732344,7.301876488334581,10.0
16.661761457749353,7.237738165273682,11.863207565330757,0.7130806783901009,1,5.622690747381073,6.134373310331214,10.0
14.011150117432088,3.9090882641866935,12.577693271069366,0.7007931559650787,6,4.692133384743642,7.578724394515153,10.0
15.080725777960454,5.151732661861002,12.556919415129842,0.6406320076728418,3,5.767425529485806,8.479748036603631,10.0
8.205844942958024,3.827498873318278,13.31644380257315,0.6135109686911374,8,6.03183625991446,6.624983749334494,10.0
17.699098521619945,6.533020644971089,12.374202456976965,0.6342864408949436,1,5.3779915607747295,5.706070786041945,10.0
16.324426408004218,5.676738840308284,13.566860369886179,0.7968762625237207,2,4.975756827720105,7.015760688402863,10.0
10.123391106782762,6.176616733541605,9.995939598925348,0.6937093899582945,3,5.279973340684649,7.415087839729408,10.0
9.818249672071007,3.982434834781056,11.019256500509258,0.7734691009404225,3,5.279094424377523,7.634207205065602,10.0
9.834045098534338,4.058729310262097,8.084477979697343,0.7697504933337687,7,4.482699370633904,7.819781291911224,10.0
11.042422429595376,3.2074866275495317,8.041745523819747,0.7023039114925748,8,4.928021545175519,7.213826480219632,10.0
13.247564316322379,4.6103376759786485,9.44075972270912,0.7413375416921087,9,4.34104676014965,8.036366316657082,10.0
12.319450186421157,5.798723306668375,8.60484318283451,0.6385504020825424,7,4.432658519841958,7.614316782593068,10.0
10.912291401980418,7.289674569986644,9.561268207614521,0.7376793409853817,8,5.399786085327352,8.476927424869567,10.0
14.118528947223794,6.3346372372934034,9.062259767170385,0.6544769158526579,6,4.787037020305333,7.338815039110316,10.0
9.394938606520418,5.1769816169987575,8.17112014903189,0.7664124193508302,2,4.904735180075198,7.305057374481253,10.0
10.921446485352181,7.765600571970689,13.455824878436296,0.616744826621782,1,4.235247882560517,7.476229859981223,10.0
11.663618432936918,6.59622600287916,8.04933878833335,0.7546277345770556,3,4.362282020825642,7.787192196020352,10.0
12.56069984217036,7.6508260143127504,12.416492866022512,0.6199873813137239,9,4.654854213439372,7.263667465650625,10.0
15.851759613930136,5.637939866360829,8.912887321517099,0.7762378473788618,7,5.699870410259152,7.519261056731147,10.0
9.996737821583597,4.294521373965698,13.4733777319976,0.6608409036270008,2,4.476114667543581,7.535724522701087,10.0
13.142344384136116,3.26413343182361,13.356775637539315,0.730878672966115,1,4.8151431160158165,8.340694546707207,10.0
13.924145688620424,6.630424257419253,11.923406878215545,0.697500455724056,2,4.880698094058542,7.844173959117145,10.0
8.464504127199977,3.6065149900276707,12.033404898803632,0.6732606290524678,3,5.989151227786065,8.231118074722785,10.0
14.075448519014383,4.513875641359836,8.032034851818132,0.7290883666366993,6,4.745627544360002,7.6555585174716105,10.0
9.705241236872915,5.662354539419487,13.909229396681612,0.7895045961102476,9,5.265547006937903,7.557823050295499,10.0
8.650515929852794,5.822082938898738,13.266995621454885,0.6082539494749244,8,5.915579404029515,7.7333282884456995,10.0
17.488855372533333,6.00291598493568,13.370637354380552,0.7837705711766209,9,4.796185717700276,5.455422102858653,10.0
17.656320330745594,3.831276651748503,11.95546722230523,0.7218163310042027,8,5.622915938986946,6.1604448743401585,10.0
16.083973481164612,4.898687024108244,10.068721571927219,0.7614628601538105,7,4.196662782761793,7.122608006930681,10.0
11.046137691733707,6.085971135584834,13.361891894542884,0.6767749906868555,6,4.855701502983655,8.316718458797451,10.0
8.97672114006384,7.849094323168924,9.749101568907154,0.6943685949675228,8,5.117394521640272,8.008179904476512,10.0
14.84233026512157,6.638155688498443,11.376269260053217,0.7737701503602329,6,4.373928585331774,8.155610891468264,10.0
12.401524937396013,7.613018785469789,8.598385834063293,0.6829695939619647,2,5.178911277981213,7.844409666501504,10.0
9.220382348447789,6.811060291570885,13.5317337807965,0.706931913349817,9,5.68841359495625,7.245320434147899,10.0
12.951769101112703,5.958584844462003,8.84462274662728,0.6040389846168666,9,5.205548102250882,7.9841385743388,9.986541064863989
8.343885211152184,3.9601168456817226,9.349380834382444,0.6317196011676084,3,5.603374768755767,7.198581000589252,10.0
17.09320402078782,6.333428259462565,11.34880494876929,0.72833730159496,9,4.474475622068898,5.865510595036395,10.0
10.58779981600017,6.116897829799536,12.58455800127789,0.7433953802127754,2,4.728317671936292,7.9822832798989545,10.0
14.62522284353982,6.012345852286332,11.716107835617795,0.7165201873568999,3,5.219676273025944,7.1979521726810205,10.0
